Game,Publisher,TotalSales,NASales,PALSales,JPSales,OtherSales,ReleaseDate,LinkToPage
Madden NFL 11,EA Sports,2.40m,2.05m,0.15m,N/A,0.20m,10th Aug 10,https://www.vgchartz.com/games/game.php?id=43127&region=All
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2.40m,1.08m,0.88m,0.04m,0.40m,25th Oct 13,https://www.vgchartz.com/games/game.php?id=71969&region=All
Frogger's Adventures: Temple of the Frog,Konami,2.39m,2.15m,0.18m,N/A,0.07m,24th Oct 01,https://www.vgchartz.com/games/game.php?id=6272&region=All
Zumba Fitness,Majesco,2.39m,1.74m,0.45m,N/A,0.20m,18th Nov 10,https://www.vgchartz.com/games/game.php?id=45639&region=All
Monopoly,Hasbro Interactive,2.39m,1.49m,0.81m,N/A,0.10m,01st Jan 95,https://www.vgchartz.com/games/game.php?id=6350&region=All
Mortal Kombat II (US & Others sales),Acclaim Entertainment,2.39m,1.78m,0.53m,N/A,0.08m,01st Jan 94,https://www.vgchartz.com/games/game.php?id=6355&region=All
Guitar Hero,RedOctane,2.38m,1.67m,0.61m,0.03m,0.07m,07th Nov 05,https://www.vgchartz.com/games/game.php?id=924&region=All
Dead Island,Deep Silver,2.38m,1.48m,0.70m,N/A,0.21m,06th Sep 11,https://www.vgchartz.com/games/game.php?id=18476&region=All
WCW/nWo Revenge,THQ,2.38m,1.94m,0.39m,0.03m,0.02m,26th Oct 98,https://www.vgchartz.com/games/game.php?id=6523&region=All
Ratchet & Clank (2016),Sony Interactive Entertainment,2.38m,0.97m,0.97m,0.06m,0.39m,12th Apr 16,https://www.vgchartz.com/games/game.php?id=83085&region=All
Yu-Gi-Oh! The Duelists of the Roses,Konami,2.38m,1.16m,0.91m,N/A,0.30m,16th Feb 03,https://www.vgchartz.com/games/game.php?id=23417&region=All
Driveclub,Sony Computer Entertainment,2.37m,0.37m,1.63m,0.02m,0.36m,07th Oct 14,https://www.vgchartz.com/games/game.php?id=71542&region=All
Half-Life 2,VU Games,2.37m,2.28m,0.02m,0.08m,N/A,16th Nov 04,https://www.vgchartz.com/games/game.php?id=7279&region=All
Guild Wars 2,NCSoft,2.37m,1.01m,1.11m,N/A,0.25m,28th Aug 12,https://www.vgchartz.com/games/game.php?id=37350&region=All
Madden NFL 08,EA Sports,2.37m,2.18m,0.01m,N/A,0.18m,14th Aug 07,https://www.vgchartz.com/games/game.php?id=7106&region=All
The Incredibles,THQ,2.37m,0.96m,1.08m,0.04m,0.30m,31st Oct 04,https://www.vgchartz.com/games/game.php?id=5834&region=All
Tony Hawk's Underground 2,Activision,2.37m,1.25m,0.86m,0.01m,0.26m,04th Oct 04,https://www.vgchartz.com/games/game.php?id=6515&region=All
Madden NFL 10,EA Sports,2.37m,2.03m,0.13m,N/A,0.21m,14th Aug 09,https://www.vgchartz.com/games/game.php?id=33187&region=All
Uncharted: The Lost Legacy,Sony Interactive Entertainment,2.37m,0.58m,1.38m,0.04m,0.36m,22nd Aug 17,https://www.vgchartz.com/games/game.php?id=147591&region=All
Sonic's Ultimate Genesis Collection,Sega,2.36m,1.39m,0.64m,N/A,0.33m,10th Feb 09,https://www.vgchartz.com/games/game.php?id=29684&region=All
Kirby's Dream Land 2,Nintendo,2.36m,0.69m,0.14m,1.48m,0.05m,01st May 95,https://www.vgchartz.com/games/game.php?id=3609&region=All
Destiny 2,Activision,2.35m,1.66m,0.47m,N/A,0.23m,06th Sep 17,https://www.vgchartz.com/games/game.php?id=166063&region=All
Donkey Kong Land 2,Nintendo,2.35m,1.39m,0.48m,0.40m,0.08m,01st Sep 96,https://www.vgchartz.com/games/game.php?id=3115&region=All
Dragon Quest Monsters,Eidos Interactive,2.35m,N/A,N/A,2.34m,0.01m,31st Dec 99,https://www.vgchartz.com/games/game.php?id=3140&region=All
LEGO Indiana Jones: The Original Adventures,LucasArts,2.35m,1.51m,0.62m,N/A,0.22m,03rd Jun 08,https://www.vgchartz.com/games/game.php?id=15205&region=All
Lego Marvel Super Heroes,Warner Bros. Interactive Entertainment,2.34m,1.26m,0.87m,N/A,0.21m,22nd Oct 13,https://www.vgchartz.com/games/game.php?id=71339&region=All
WWE SmackDown vs Raw 2008,THQ,2.34m,0.92m,0.00m,0.01m,1.41m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12782&region=All
Resident Evil - Code: Veronica X,Capcom,2.34m,1.08m,0.70m,0.34m,0.21m,21st Aug 01,https://www.vgchartz.com/games/game.php?id=6409&region=All
Dragon Age: Inquisition,Electronic Arts,2.34m,1.07m,0.80m,0.08m,0.38m,18th Nov 14,https://www.vgchartz.com/games/game.php?id=81792&region=All
Kinect Sports: Season Two,Microsoft Studios,2.33m,1.38m,0.72m,0.02m,0.21m,25th Oct 11,https://www.vgchartz.com/games/game.php?id=51392&region=All
Mario & Luigi: Dream Team,Nintendo,2.33m,0.95m,0.75m,0.47m,0.16m,11th Aug 13,https://www.vgchartz.com/games/game.php?id=72017&region=All
Madden NFL 25,EA Sports,2.33m,2.02m,0.07m,N/A,0.25m,27th Aug 13,https://www.vgchartz.com/games/game.php?id=71986&region=All
My Fitness Coach,Ubisoft,2.32m,1.18m,0.90m,N/A,0.24m,02nd Dec 08,https://www.vgchartz.com/games/game.php?id=28230&region=All
Assassin's Creed IV: Black Flag,Ubisoft,2.32m,1.51m,0.59m,N/A,0.22m,22nd Nov 13,https://www.vgchartz.com/games/game.php?id=71598&region=All
Mario Tennis,Nintendo,2.32m,0.78m,0.40m,1.06m,0.07m,28th Aug 00,https://www.vgchartz.com/games/game.php?id=3719&region=All
Grand Theft Auto,Take-Two Interactive,2.32m,0.79m,1.35m,0.04m,0.14m,30th Jun 98,https://www.vgchartz.com/games/game.php?id=889&region=All
James Bond 007: Everything or Nothing,Electronic Arts,2.31m,0.85m,1.06m,0.09m,0.32m,17th Feb 04,https://www.vgchartz.com/games/game.php?id=6199&region=All
Need for Speed: High Stakes,Electronic Arts,2.31m,1.58m,0.64m,N/A,0.09m,01st Mar 99,https://www.vgchartz.com/games/game.php?id=1572&region=All
Chrono Trigger,Square,2.31m,0.28m,N/A,2.02m,0.01m,27th Sep 95,https://www.vgchartz.com/games/game.php?id=2999&region=All
The Sims 3,Electronic Arts,2.31m,1.28m,0.82m,0.00m,0.20m,26th Oct 10,https://www.vgchartz.com/games/game.php?id=43344&region=All
Cool Boarders 3,989 Studios,2.31m,1.65m,0.46m,0.10m,0.10m,28th Oct 98,https://www.vgchartz.com/games/game.php?id=401&region=All
LEGO Star Wars: The Complete Saga,LucasArts,2.31m,1.02m,0.93m,N/A,0.36m,06th Nov 07,https://www.vgchartz.com/games/game.php?id=12568&region=All
WarioWare Touched!,Nintendo,2.30m,0.51m,0.45m,1.21m,0.13m,14th Feb 05,https://www.vgchartz.com/games/game.php?id=6764&region=All
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive,2.29m,1.07m,1.00m,N/A,0.22m,29th Jun 10,https://www.vgchartz.com/games/game.php?id=42747&region=All
Dead Island,Deep Silver,2.29m,1.08m,0.74m,0.15m,0.32m,06th Sep 11,https://www.vgchartz.com/games/game.php?id=50304&region=All
Tomb Raider II,Eidos Interactive,2.29m,0.91m,1.25m,N/A,0.13m,31st Oct 97,https://www.vgchartz.com/games/game.php?id=6504&region=All
Need for Speed Underground 2,Electronic Arts,2.28m,1.38m,0.80m,N/A,0.10m,15th Nov 04,https://www.vgchartz.com/games/game.php?id=1576&region=All
Pro Evolution Soccer 2010,Konami,2.28m,0.30m,1.27m,0.46m,0.26m,03rd Nov 09,https://www.vgchartz.com/games/game.php?id=33403&region=All
Mario Bros.,Nintendo,2.28m,0.51m,0.12m,1.63m,0.02m,01st Jun 86,https://www.vgchartz.com/games/game.php?id=6330&region=All
FIFA Soccer 09,Electronic Arts,2.28m,0.38m,0.07m,0.01m,1.82m,14th Oct 08,https://www.vgchartz.com/games/game.php?id=25800&region=All
Pokémon Ranger: Shadows of Almia,Nintendo,2.28m,0.94m,0.54m,0.62m,0.18m,10th Nov 08,https://www.vgchartz.com/games/game.php?id=14751&region=All
TOCA Championship Racing,3DO,2.28m,0.07m,2.00m,0.02m,0.18m,29th Aug 98,https://www.vgchartz.com/games/game.php?id=6499&region=All
Star Wars Battlefront II (US sales),LucasArts,2.27m,2.18m,0.07m,N/A,0.02m,01st Nov 05,https://www.vgchartz.com/games/game.php?id=5766&region=All
Kirby: Nightmare in Dream Land,Nintendo,2.27m,1.22m,0.10m,0.91m,0.04m,02nd Dec 02,https://www.vgchartz.com/games/game.php?id=3613&region=All
Madden NFL 12,EA Sports,2.27m,1.93m,0.15m,N/A,0.18m,30th Aug 11,https://www.vgchartz.com/games/game.php?id=50439&region=All
Borderlands 2,2K Games,2.27m,1.06m,0.75m,0.10m,0.36m,18th Sep 12,https://www.vgchartz.com/games/game.php?id=55598&region=All
No Man's Sky,Hello Games,2.26m,0.89m,0.97m,0.04m,0.37m,09th Aug 16,https://www.vgchartz.com/games/game.php?id=84663&region=All
Wario Land 4,Nintendo,2.26m,0.90m,0.73m,0.54m,0.09m,18th Nov 01,https://www.vgchartz.com/games/game.php?id=6522&region=All
Onimusha 2: Samurai's Destiny,Capcom,2.25m,0.62m,0.44m,1.06m,0.13m,28th Aug 02,https://www.vgchartz.com/games/game.php?id=3955&region=All
Cool Boarders 2,Sony Computer Entertainment,2.25m,1.52m,0.46m,0.20m,0.08m,31st Oct 97,https://www.vgchartz.com/games/game.php?id=400&region=All
Paper Mario: The Thousand-Year Door,Nintendo,2.25m,1.48m,0.25m,0.46m,0.06m,11th Oct 04,https://www.vgchartz.com/games/game.php?id=1714&region=All
Guitar Hero III: Legends of Rock,RedOctane,2.25m,1.40m,0.53m,0.02m,0.30m,28th Oct 07,https://www.vgchartz.com/games/game.php?id=7336&region=All
Just Dance Kids,Ubisoft,2.25m,1.52m,0.54m,N/A,0.19m,09th Nov 10,https://www.vgchartz.com/games/game.php?id=46615&region=All
Madden NFL 15,EA Sports,2.25m,1.58m,0.25m,N/A,0.41m,26th Aug 14,https://www.vgchartz.com/games/game.php?id=81573&region=All
Dissidia: Final Fantasy,Square Enix,2.24m,0.51m,0.51m,0.91m,0.31m,25th Aug 09,https://www.vgchartz.com/games/game.php?id=14750&region=All
Call of Duty 3,Activision,2.24m,1.17m,0.84m,N/A,0.23m,14th Nov 06,https://www.vgchartz.com/games/game.php?id=4935&region=All
Super Monkey Ball: Banana Blitz,Sega,2.24m,1.05m,0.91m,0.04m,0.24m,14th Nov 06,https://www.vgchartz.com/games/game.php?id=2286&region=All
Sonic Advance,Sega,2.24m,1.19m,0.71m,0.22m,0.13m,04th Feb 02,https://www.vgchartz.com/games/game.php?id=4340&region=All
Spyro: Season of Ice,Vivendi Games,2.23m,1.29m,0.83m,N/A,0.11m,29th Oct 01,https://www.vgchartz.com/games/game.php?id=6440&region=All
Teenage Mutant Ninja Turtles II: The Arcade Game,Ultra Games,2.23m,1.74m,0.25m,0.21m,0.03m,01st Dec 90,https://www.vgchartz.com/games/game.php?id=13473&region=All
Dance Dance Revolution X2,Konami,2.23m,1.09m,0.85m,N/A,0.28m,27th Oct 09,https://www.vgchartz.com/games/game.php?id=40281&region=All
Monster Hunter Tri,Capcom,2.23m,0.65m,0.41m,1.05m,0.11m,20th Apr 10,https://www.vgchartz.com/games/game.php?id=26681&region=All
Battlefield V,Electronic Arts,2.22m,0.80m,0.93m,0.16m,0.34m,20th Nov 18,https://www.vgchartz.com/games/game.php?id=221995&region=All
Prince of Persia: The Sands of Time,Ubisoft,2.22m,0.88m,1.03m,N/A,0.31m,06th Nov 03,https://www.vgchartz.com/games/game.php?id=6392&region=All
FIFA 19,Electronic Arts,2.22m,0.56m,1.50m,N/A,0.16m,28th Sep 18,https://www.vgchartz.com/games/game.php?id=222163&region=All
Star Wars: The Force Unleashed,LucasArts,2.22m,1.01m,0.86m,N/A,0.35m,16th Sep 08,https://www.vgchartz.com/games/game.php?id=13801&region=All
The Legend of Zelda: Link's Awakening DX,Nintendo,2.22m,1.00m,0.63m,0.45m,0.13m,31st Oct 98,https://www.vgchartz.com/games/game.php?id=4569&region=All
Classic NES Series: Super Mario Bros.,Nintendo,2.22m,0.61m,0.21m,1.39m,N/A,02nd Jun 04,https://www.vgchartz.com/games/game.php?id=3242&region=All
NBA 2K14,2K Sports,2.22m,1.45m,0.34m,0.04m,0.39m,01st Oct 13,https://www.vgchartz.com/games/game.php?id=72229&region=All
Madden NFL 19,EA Sports,2.21m,1.63m,0.18m,N/A,0.41m,10th Aug 18,https://www.vgchartz.com/games/game.php?id=221181&region=All
Guitar Hero II,RedOctane,2.21m,2.01m,0.02m,N/A,0.17m,03rd Apr 07,https://www.vgchartz.com/games/game.php?id=6081&region=All
Devil May Cry 3: Dante's Awakening Special Edition,Capcom,2.21m,1.06m,0.82m,0.05m,0.28m,24th Jan 06,https://www.vgchartz.com/games/game.php?id=3087&region=All
LEGO Indiana Jones: The Original Adventures,LucasArts,2.20m,1.40m,0.60m,N/A,0.21m,03rd Jun 08,https://www.vgchartz.com/games/game.php?id=15200&region=All
Need for Speed: Hot Pursuit,Electronic Arts,2.20m,1.03m,0.96m,0.00m,0.21m,16th Nov 10,https://www.vgchartz.com/games/game.php?id=45650&region=All
Frogger,Parker Bros.,2.20m,2.06m,0.12m,N/A,0.02m,01st Jan 82,https://www.vgchartz.com/games/game.php?id=19688&region=All
Rock Band 2,MTV Games,2.20m,1.78m,0.24m,N/A,0.18m,14th Sep 08,https://www.vgchartz.com/games/game.php?id=24279&region=All
R.B.I. Baseball,Tengen,2.20m,0.15m,N/A,2.05m,N/A,01st Jan 88,https://www.vgchartz.com/games/game.php?id=13483&region=All
Wario Land 3,Nintendo,2.20m,1.11m,0.51m,0.34m,0.23m,01st May 00,https://www.vgchartz.com/games/game.php?id=6521&region=All
BioShock 2,2K Games,2.20m,1.45m,0.54m,0.02m,0.20m,09th Feb 10,https://www.vgchartz.com/games/game.php?id=28002&region=All
High School Musical: Makin' the Cut!,Disney Interactive Studios,2.20m,1.06m,0.90m,N/A,0.23m,14th Aug 07,https://www.vgchartz.com/games/game.php?id=7171&region=All
Final Fantasy XIII,Square Enix,2.19m,1.30m,0.67m,0.01m,0.21m,09th Mar 10,https://www.vgchartz.com/games/game.php?id=24628&region=All
Skylanders SWAP Force,Activision,2.19m,1.23m,0.77m,N/A,0.19m,13th Oct 13,https://www.vgchartz.com/games/game.php?id=73004&region=All
FIFA 15,EA Sports,2.19m,0.64m,1.39m,N/A,0.16m,23rd Sep 14,https://www.vgchartz.com/games/game.php?id=82923&region=All
Star Wars: Knights of the Old Republic,LucasArts,2.19m,1.68m,0.44m,N/A,0.08m,17th Jul 03,https://www.vgchartz.com/games/game.php?id=6445&region=All
Donkey Kong Country,Nintendo,2.19m,1.04m,0.72m,0.30m,0.13m,04th Nov 00,https://www.vgchartz.com/games/game.php?id=6229&region=All
Kirby's Pinball Land,Nintendo,2.19m,0.87m,0.17m,1.10m,0.05m,28th Nov 93,https://www.vgchartz.com/games/game.php?id=3610&region=All
Pro Evolution Soccer 2012,Konami,2.19m,0.34m,0.97m,0.55m,0.32m,27th Sep 11,https://www.vgchartz.com/games/game.php?id=51205&region=All
Saints Row,THQ,2.18m,1.17m,0.77m,0.02m,0.22m,29th Aug 06,https://www.vgchartz.com/games/game.php?id=1962&region=All
Need for Speed: Payback,Electronic Arts,2.18m,0.62m,1.18m,0.04m,0.34m,10th Nov 17,https://www.vgchartz.com/games/game.php?id=179712&region=All
Yu-Gi-Oh: Duel Monsters 4,Konami,2.18m,N/A,N/A,2.17m,0.01m,07th Dec 00,https://www.vgchartz.com/games/game.php?id=4789&region=All
ATV Offroad Fury 2,Sony Computer Entertainment,2.18m,1.92m,0.20m,N/A,0.06m,09th Nov 02,https://www.vgchartz.com/games/game.php?id=131&region=All
Destiny: The Taken King,Activision,2.18m,0.97m,0.80m,0.05m,0.36m,15th Sep 15,https://www.vgchartz.com/games/game.php?id=85936&region=All
Spyro Reignited Trilogy,Activision,2.17m,0.75m,1.07m,N/A,0.35m,13th Nov 18,https://www.vgchartz.com/games/game.php?id=221819&region=All
Mario & Luigi: Superstar Saga,Nintendo,2.17m,1.48m,0.17m,0.47m,0.06m,17th Nov 03,https://www.vgchartz.com/games/game.php?id=6940&region=All
Star Wars: Rogue Squadron,LucasArts,2.17m,1.60m,0.46m,0.08m,0.03m,17th Nov 98,https://www.vgchartz.com/games/game.php?id=2212&region=All
Tennis,Nintendo,2.17m,0.48m,0.11m,1.56m,0.02m,18th Oct 85,https://www.vgchartz.com/games/game.php?id=6463&region=All
Scribblenauts,Warner Bros. Interactive,2.17m,1.67m,0.30m,0.02m,0.18m,15th Sep 09,https://www.vgchartz.com/games/game.php?id=34998&region=All
PlayerUnknown's Battlegrounds,Microsoft Studios,2.17m,1.29m,0.69m,N/A,0.20m,12th Dec 17,https://www.vgchartz.com/games/game.php?id=215989&region=All
Need for Speed Rivals,Electronic Arts,2.17m,0.75m,1.04m,0.03m,0.35m,15th Nov 13,https://www.vgchartz.com/games/game.php?id=72242&region=All
Sonic Unleashed,Sega,2.16m,1.26m,0.68m,0.02m,0.22m,18th Nov 08,https://www.vgchartz.com/games/game.php?id=24508&region=All
PlayStation VR Worlds,Sony Interactive Entertainment,2.16m,0.36m,1.40m,0.09m,0.32m,13th Oct 16,https://www.vgchartz.com/games/game.php?id=124387&region=All
The Sims: House Party,Maxis,2.16m,1.23m,0.83m,N/A,0.10m,26th Mar 01,https://www.vgchartz.com/games/game.php?id=6485&region=All
Your Shape featuring Jenny McCarthy,Ubisoft,2.16m,1.50m,0.46m,N/A,0.19m,24th Nov 09,https://www.vgchartz.com/games/game.php?id=35050&region=All
Syphon Filter 2,989 Studios,2.15m,1.50m,0.55m,0.02m,0.08m,29th Feb 00,https://www.vgchartz.com/games/game.php?id=2312&region=All
Battlefield: Hardline,Electronic Arts,2.15m,0.72m,0.97m,0.14m,0.33m,17th Mar 15,https://www.vgchartz.com/games/game.php?id=82889&region=All
Pokémon Ranger,Nintendo,2.15m,1.28m,0.03m,0.73m,0.12m,30th Oct 06,https://www.vgchartz.com/games/game.php?id=1765&region=All
Volleyball,Nintendo,2.15m,0.14m,0.03m,1.98m,0.00m,01st Mar 87,https://www.vgchartz.com/games/game.php?id=6518&region=All
Mahjong,Nintendo,2.14m,0.01m,N/A,2.13m,0.00m,27th Aug 83,https://www.vgchartz.com/games/game.php?id=6327&region=All
SimCity 2000,Maxis,2.14m,1.20m,0.84m,N/A,0.10m,01st Jan 93,https://www.vgchartz.com/games/game.php?id=6415&region=All
Super Mario RPG: Legend of the Seven Stars,Nintendo,2.14m,0.66m,N/A,1.45m,0.03m,13th May 96,https://www.vgchartz.com/games/game.php?id=4439&region=All
Call of Duty: Roads to Victory,Activision,2.14m,0.52m,1.03m,N/A,0.59m,13th Mar 07,https://www.vgchartz.com/games/game.php?id=6054&region=All
Demon Attack,Imagic,2.13m,1.99m,0.12m,N/A,0.02m,01st Jan 82,https://www.vgchartz.com/games/game.php?id=20239&region=All
Dance Dance Revolution Extreme,Konami,2.13m,1.04m,0.81m,N/A,0.27m,21st Sep 04,https://www.vgchartz.com/games/game.php?id=447&region=All
Final Fantasy Tactics Advance,Nintendo,2.13m,0.82m,0.37m,0.89m,0.05m,08th Sep 03,https://www.vgchartz.com/games/game.php?id=6268&region=All
NBA 2K12,2K Sports,2.13m,1.62m,0.27m,0.05m,0.18m,04th Oct 11,https://www.vgchartz.com/games/game.php?id=50998&region=All
Donkey Kong Country Returns 3D,Nintendo,2.13m,0.81m,0.75m,0.42m,0.14m,24th May 13,https://www.vgchartz.com/games/game.php?id=72201&region=All
Borderlands,2K Games,2.12m,1.22m,0.61m,N/A,0.29m,20th Oct 09,https://www.vgchartz.com/games/game.php?id=13825&region=All
Mortal Kombat (2011),Warner Bros. Interactive Entertainment,2.12m,1.64m,0.31m,N/A,0.17m,19th Apr 11,https://www.vgchartz.com/games/game.php?id=70436&region=All
Project Gotham Racing,Microsoft,2.12m,1.37m,0.61m,0.05m,0.09m,14th Nov 01,https://www.vgchartz.com/games/game.php?id=1803&region=All
Golf,Nintendo,2.12m,0.83m,0.33m,0.92m,0.04m,01st Feb 90,https://www.vgchartz.com/games/game.php?id=6280&region=All
NBA 2K11,2K Sports,2.11m,1.86m,0.12m,0.01m,0.13m,05th Oct 10,https://www.vgchartz.com/games/game.php?id=45345&region=All
Tony Hawk's Pro Skater,Activision,2.11m,1.68m,0.40m,N/A,0.03m,29th Feb 00,https://www.vgchartz.com/games/game.php?id=2495&region=All
PES 2009: Pro Evolution Soccer,Konami,2.11m,0.11m,1.34m,0.40m,0.26m,11th Nov 08,https://www.vgchartz.com/games/game.php?id=26632&region=All
Need for Speed: Hot Pursuit 2,Electronic Arts,2.11m,1.68m,0.31m,0.02m,0.09m,01st Oct 02,https://www.vgchartz.com/games/game.php?id=5485&region=All
Tetris DS,Nintendo,2.11m,0.63m,0.05m,1.35m,0.08m,20th Mar 06,https://www.vgchartz.com/games/game.php?id=2370&region=All
Dynasty Warriors 4,KOEI,2.11m,0.63m,0.21m,1.13m,0.13m,25th Mar 03,https://www.vgchartz.com/games/game.php?id=3192&region=All
Parasite Eve,Square EA,2.10m,0.94m,0.07m,1.05m,0.04m,09th Sep 98,https://www.vgchartz.com/games/game.php?id=1717&region=All
Project Gotham Racing (JP weekly sales),Microsoft,2.10m,1.54m,0.44m,0.04m,0.07m,22nd Feb 02,https://www.vgchartz.com/games/game.php?id=49846&region=All
Scooby-Doo! Night of 100 Frights,THQ,2.10m,1.17m,0.72m,N/A,0.22m,20th May 02,https://www.vgchartz.com/games/game.php?id=6412&region=All
Fire Emblem: Awakening,Nintendo,2.10m,0.90m,0.50m,0.56m,0.14m,04th Feb 13,https://www.vgchartz.com/games/game.php?id=70704&region=All
Battlefield 4,Electronic Arts,2.09m,1.26m,0.65m,N/A,0.19m,22nd Nov 13,https://www.vgchartz.com/games/game.php?id=72221&region=All
Need for Speed: Most Wanted 5-1-0,Electronic Arts,2.09m,1.77m,0.13m,0.02m,0.17m,15th Nov 05,https://www.vgchartz.com/games/game.php?id=5489&region=All
Devil May Cry 3: Dante's Awakening,Capcom,2.09m,0.99m,0.63m,0.29m,0.19m,01st Mar 05,https://www.vgchartz.com/games/game.php?id=516&region=All
Derby Stallion,ASCII Entertainment,2.09m,N/A,N/A,1.96m,0.14m,17th Jul 97,https://www.vgchartz.com/games/game.php?id=3071&region=All
Kirby's Epic Yarn,Nintendo,2.09m,1.42m,0.09m,0.45m,0.13m,17th Oct 10,https://www.vgchartz.com/games/game.php?id=45673&region=All
Just Dance 2015,Ubisoft,2.09m,1.00m,0.91m,N/A,0.18m,21st Oct 14,https://www.vgchartz.com/games/game.php?id=82947&region=All
Finding Nemo,THQ,2.09m,1.26m,0.60m,0.05m,0.18m,09th May 03,https://www.vgchartz.com/games/game.php?id=6224&region=All
Madden NFL 15,EA Sports,2.09m,1.80m,0.06m,N/A,0.22m,26th Aug 14,https://www.vgchartz.com/games/game.php?id=81574&region=All
Grand Theft Auto: Episodes from Liberty City,Rockstar Games,2.09m,0.62m,0.99m,0.13m,0.34m,13th Apr 10,https://www.vgchartz.com/games/game.php?id=42927&region=All
World of Warcraft: Cataclysm,Blizzard Entertainment,2.09m,1.77m,0.32m,N/A,N/A,07th Dec 10,https://www.vgchartz.com/games/game.php?id=38102&region=All
Dead Rising,Capcom,2.09m,1.16m,0.65m,0.08m,0.20m,08th Aug 06,https://www.vgchartz.com/games/game.php?id=483&region=All
Tetris Worlds,THQ,2.08m,1.11m,0.71m,N/A,0.27m,20th Mar 02,https://www.vgchartz.com/games/game.php?id=5821&region=All
Final Fantasy III,Square Enix,2.08m,0.89m,0.04m,1.07m,0.09m,14th Nov 06,https://www.vgchartz.com/games/game.php?id=3310&region=All
The Legend of Zelda: The Wind Waker,Nintendo,2.08m,1.04m,0.73m,0.15m,0.17m,04th Oct 13,https://www.vgchartz.com/games/game.php?id=71407&region=All
Sim Theme Park,Electronic Arts,2.08m,2.04m,0.04m,N/A,N/A,31st Oct 99,https://www.vgchartz.com/games/game.php?id=6498&region=All
